Temps,Niveau d'oxygène,Fréquence du pouls,Mouvement,Rappel O2,Rappel PR
23:02:59 Sep 18 2024,93,63,0,0,0
23:03:03 Sep 18 2024,92,62,0,0,0
23:03:07 Sep 18 2024,93,64,0,0,0
23:03:11 Sep 18 2024,93,66,0,0,0
23:03:15 Sep 18 2024,93,64,0,0,0
23:03:19 Sep 18 2024,92,63,0,0,0
23:03:23 Sep 18 2024,92,65,0,0,0
23:03:27 Sep 18 2024,92,68,0,0,0
23:03:31 Sep 18 2024,92,65,0,0,0
23:03:35 Sep 18 2024,92,62,0,0,0
23:03:39 Sep 18 2024,92,60,0,0,0
23:03:43 Sep 18 2024,92,56,0,0,0
23:03:47 Sep 18 2024,92,56,0,0,0
23:03:51 Sep 18 2024,92,55,0,0,0
23:03:55 Sep 18 2024,90,57,0,0,0
23:03:59 Sep 18 2024,90,57,0,0,0
23:04:03 Sep 18 2024,91,68,0,0,0
23:04:07 Sep 18 2024,92,73,0,0,0
23:04:11 Sep 18 2024,92,69,0,0,0
23:04:15 Sep 18 2024,92,65,0,0,0
23:04:19 Sep 18 2024,92,59,0,0,0
23:04:23 Sep 18 2024,91,55,0,0,0
23:04:27 Sep 18 2024,91,55,0,0,0
23:04:31 Sep 18 2024,91,58,0,0,0
23:04:35 Sep 18 2024,91,58,0,0,0
23:04:39 Sep 18 2024,91,58,0,0,0
23:04:43 Sep 18 2024,92,59,0,0,0
23:04:47 Sep 18 2024,92,58,0,0,0
23:04:51 Sep 18 2024,92,59,0,0,0
23:04:55 Sep 18 2024,92,62,0,0,0
23:04:59 Sep 18 2024,92,61,0,0,0
23:05:03 Sep 18 2024,91,62,0,0,0
23:05:07 Sep 18 2024,91,63,0,0,0
23:05:11 Sep 18 2024,91,64,0,0,0
23:05:15 Sep 18 2024,91,62,0,0,0
23:05:19 Sep 18 2024,91,61,0,0,0
23:05:23 Sep 18 2024,91,61,0,0,0
23:05:27 Sep 18 2024,92,59,0,0,0
23:05:31 Sep 18 2024,91,64,0,0,0
23:05:35 Sep 18 2024,91,65,0,0,0
23:05:39 Sep 18 2024,91,69,0,0,0
23:05:43 Sep 18 2024,92,71,0,0,0
23:05:47 Sep 18 2024,92,71,3,0,0
23:05:51 Sep 18 2024,92,71,0,0,0
23:05:55 Sep 18 2024,92,73,0,0,0
23:05:59 Sep 18 2024,92,75,0,0,0
23:06:03 Sep 18 2024,92,64,0,0,0
23:06:07 Sep 18 2024,91,61,0,0,0
23:06:11 Sep 18 2024,91,61,0,0,0
23:06:15 Sep 18 2024,92,58,0,0,0
23:06:19 Sep 18 2024,93,57,0,0,0
23:06:23 Sep 18 2024,93,54,0,0,0
23:06:27 Sep 18 2024,93,53,0,0,0
23:06:31 Sep 18 2024,93,59,0,0,0
23:06:35 Sep 18 2024,93,59,0,0,0
23:06:39 Sep 18 2024,93,56,0,0,0
23:06:43 Sep 18 2024,94,58,0,0,0
23:06:47 Sep 18 2024,94,58,0,0,0
23:06:51 Sep 18 2024,93,55,0,0,0
23:06:55 Sep 18 2024,93,56,0,0,0
23:06:59 Sep 18 2024,92,58,0,0,0
23:07:03 Sep 18 2024,92,60,0,0,0
23:07:07 Sep 18 2024,92,61,0,0,0
23:07:11 Sep 18 2024,93,62,0,0,0
23:07:15 Sep 18 2024,93,62,0,0,0
23:07:19 Sep 18 2024,93,61,0,0,0
23:07:23 Sep 18 2024,93,61,0,0,0
23:07:27 Sep 18 2024,92,61,0,0,0
23:07:31 Sep 18 2024,92,60,0,0,0
23:07:35 Sep 18 2024,92,60,0,0,0
23:07:39 Sep 18 2024,92,61,0,0,0
23:07:43 Sep 18 2024,92,63,0,0,0
23:07:47 Sep 18 2024,92,65,0,0,0
23:07:51 Sep 18 2024,92,62,0,0,0
23:07:55 Sep 18 2024,92,63,0,0,0
23:07:59 Sep 18 2024,92,63,0,0,0
23:08:03 Sep 18 2024,92,62,0,0,0
23:08:07 Sep 18 2024,92,63,0,0,0
23:08:11 Sep 18 2024,91,63,0,0,0
23:08:15 Sep 18 2024,91,63,0,0,0
23:08:19 Sep 18 2024,91,64,0,0,0
23:08:23 Sep 18 2024,92,63,0,0,0
23:08:27 Sep 18 2024,92,61,0,0,0
23:08:31 Sep 18 2024,93,61,0,0,0
23:08:35 Sep 18 2024,92,64,0,0,0
23:08:39 Sep 18 2024,92,65,0,0,0
23:08:43 Sep 18 2024,92,65,6,0,0
23:08:47 Sep 18 2024,92,67,0,0,0
23:08:51 Sep 18 2024,92,68,0,0,0
23:08:55 Sep 18 2024,92,72,0,0,0
23:08:59 Sep 18 2024,92,73,0,0,0
23:09:03 Sep 18 2024,93,64,0,0,0
23:09:07 Sep 18 2024,93,62,0,0,0
23:09:11 Sep 18 2024,91,58,0,0,0
23:09:15 Sep 18 2024,92,52,0,0,0
23:09:19 Sep 18 2024,92,53,0,0,0
23:09:23 Sep 18 2024,93,54,0,0,0
23:09:27 Sep 18 2024,93,55,0,0,0
23:09:31 Sep 18 2024,92,58,0,0,0
23:09:35 Sep 18 2024,92,58,0,0,0
23:09:39 Sep 18 2024,93,57,0,0,0
23:09:43 Sep 18 2024,93,60,0,0,0
23:09:47 Sep 18 2024,93,65,0,0,0
23:09:51 Sep 18 2024,93,67,0,0,0
23:09:55 Sep 18 2024,93,65,0,0,0
23:09:59 Sep 18 2024,93,63,0,0,0
23:10:03 Sep 18 2024,92,65,0,0,0
23:10:07 Sep 18 2024,92,67,0,0,0
23:10:11 Sep 18 2024,92,66,2,0,0
23:10:15 Sep 18 2024,92,64,0,0,0
23:10:19 Sep 18 2024,91,55,0,0,0
23:10:23 Sep 18 2024,92,51,0,0,0
23:10:27 Sep 18 2024,93,53,0,0,0
23:10:31 Sep 18 2024,94,53,0,0,0
23:10:35 Sep 18 2024,93,55,0,0,0
23:10:39 Sep 18 2024,92,55,0,0,0
23:10:43 Sep 18 2024,92,57,0,0,0
23:10:47 Sep 18 2024,92,60,0,0,0
23:10:51 Sep 18 2024,92,62,0,0,0
23:10:55 Sep 18 2024,92,67,0,0,0
23:10:59 Sep 18 2024,92,68,0,0,0
23:11:03 Sep 18 2024,92,66,0,0,0
23:11:07 Sep 18 2024,92,69,0,0,0
23:11:11 Sep 18 2024,92,66,0,0,0
23:11:15 Sep 18 2024,93,62,0,0,0
23:11:19 Sep 18 2024,92,63,0,0,0
23:11:23 Sep 18 2024,92,62,0,0,0
23:11:27 Sep 18 2024,92,58,0,0,0
23:11:31 Sep 18 2024,92,56,0,0,0
23:11:35 Sep 18 2024,92,59,0,0,0
23:11:39 Sep 18 2024,92,61,0,0,0
23:11:43 Sep 18 2024,92,62,0,0,0
23:11:47 Sep 18 2024,92,62,0,0,0
23:11:51 Sep 18 2024,92,63,0,0,0
23:11:55 Sep 18 2024,93,67,0,0,0
23:11:59 Sep 18 2024,93,67,0,0,0
23:12:03 Sep 18 2024,93,69,0,0,0
23:12:07 Sep 18 2024,93,69,0,0,0
23:12:11 Sep 18 2024,93,66,0,0,0
23:12:15 Sep 18 2024,92,63,0,0,0
23:12:19 Sep 18 2024,92,61,0,0,0
23:12:23 Sep 18 2024,92,64,0,0,0
23:12:27 Sep 18 2024,92,66,11,0,0
23:12:31 Sep 18 2024,92,67,15,0,0
23:12:35 Sep 18 2024,92,67,32,0,0
23:12:39 Sep 18 2024,93,79,0,0,0
23:12:43 Sep 18 2024,93,77,0,0,0
23:12:47 Sep 18 2024,92,67,0,0,0
23:12:51 Sep 18 2024,90,67,0,0,0
23:12:55 Sep 18 2024,89,66,0,0,0
23:12:59 Sep 18 2024,89,59,0,0,0
23:13:03 Sep 18 2024,89,48,0,0,0
23:13:07 Sep 18 2024,91,45,0,0,0
23:13:11 Sep 18 2024,93,47,0,0,0
23:13:15 Sep 18 2024,92,58,0,0,0
23:13:19 Sep 18 2024,89,58,0,0,0
23:13:23 Sep 18 2024,89,57,0,0,0
23:13:27 Sep 18 2024,89,56,0,0,0
23:13:31 Sep 18 2024,91,53,0,0,0
23:13:35 Sep 18 2024,92,57,0,0,0
23:13:39 Sep 18 2024,90,59,0,0,0
23:13:43 Sep 18 2024,90,58,0,0,0
23:13:47 Sep 18 2024,91,55,0,0,0
23:13:51 Sep 18 2024,92,60,0,0,0
23:13:55 Sep 18 2024,92,61,0,0,0
23:13:59 Sep 18 2024,91,60,0,0,0
23:14:03 Sep 18 2024,91,62,2,0,0
23:14:07 Sep 18 2024,91,62,20,0,0
23:14:11 Sep 18 2024,91,67,1,0,0
23:14:15 Sep 18 2024,91,75,0,0,0
23:14:19 Sep 18 2024,91,80,15,0,0
23:14:23 Sep 18 2024,91,83,0,0,0
23:14:27 Sep 18 2024,92,83,0,0,0
23:14:31 Sep 18 2024,93,72,0,0,0
23:14:35 Sep 18 2024,90,68,0,0,0
23:14:39 Sep 18 2024,90,59,0,0,0
23:14:43 Sep 18 2024,92,51,0,0,0
23:14:47 Sep 18 2024,93,54,0,0,0
23:14:51 Sep 18 2024,93,52,0,0,0
23:14:55 Sep 18 2024,93,51,0,0,0
23:14:59 Sep 18 2024,93,54,0,0,0
23:15:03 Sep 18 2024,92,55,0,0,0
23:15:07 Sep 18 2024,92,62,0,0,0
23:15:11 Sep 18 2024,92,59,0,0,0
23:15:15 Sep 18 2024,92,51,0,0,0
23:15:19 Sep 18 2024,93,54,0,0,0
23:15:23 Sep 18 2024,93,57,0,0,0
23:15:27 Sep 18 2024,92,58,0,0,0
23:15:31 Sep 18 2024,92,59,0,0,0
23:15:35 Sep 18 2024,92,58,0,0,0
23:15:39 Sep 18 2024,92,57,0,0,0
23:15:43 Sep 18 2024,93,59,0,0,0
23:15:47 Sep 18 2024,92,60,0,0,0
23:15:51 Sep 18 2024,92,59,0,0,0
23:15:55 Sep 18 2024,92,65,0,0,0
23:15:59 Sep 18 2024,92,63,0,0,0
23:16:03 Sep 18 2024,92,52,0,0,0
23:16:07 Sep 18 2024,93,57,0,0,0
23:16:11 Sep 18 2024,93,61,0,0,0
23:16:15 Sep 18 2024,92,67,0,0,0
23:16:19 Sep 18 2024,92,64,0,0,0
23:16:23 Sep 18 2024,92,51,0,0,0
23:16:27 Sep 18 2024,92,52,0,0,0
23:16:31 Sep 18 2024,92,56,0,0,0
23:16:35 Sep 18 2024,92,56,0,0,0
23:16:39 Sep 18 2024,91,56,0,0,0
23:16:43 Sep 18 2024,92,55,0,0,0
23:16:47 Sep 18 2024,92,56,0,0,0
23:16:51 Sep 18 2024,92,59,0,0,0
23:16:55 Sep 18 2024,92,58,0,0,0
23:16:59 Sep 18 2024,92,59,0,0,0
23:17:03 Sep 18 2024,92,60,0,0,0
23:17:07 Sep 18 2024,92,60,0,0,0
23:17:11 Sep 18 2024,92,58,0,0,0
23:17:15 Sep 18 2024,92,56,0,0,0
23:17:19 Sep 18 2024,92,58,0,0,0
23:17:23 Sep 18 2024,92,62,0,0,0
23:17:27 Sep 18 2024,91,62,0,0,0
23:17:31 Sep 18 2024,91,61,0,0,0
23:17:35 Sep 18 2024,92,61,0,0,0
23:17:39 Sep 18 2024,92,61,0,0,0
23:17:43 Sep 18 2024,92,59,0,0,0
23:17:47 Sep 18 2024,92,61,0,0,0
23:17:51 Sep 18 2024,92,63,0,0,0
23:17:55 Sep 18 2024,92,60,0,0,0
23:17:59 Sep 18 2024,91,55,0,0,0
23:18:03 Sep 18 2024,92,54,0,0,0
23:18:07 Sep 18 2024,93,55,0,0,0
23:18:11 Sep 18 2024,92,56,0,0,0
23:18:15 Sep 18 2024,92,58,0,0,0
23:18:19 Sep 18 2024,91,58,0,0,0
23:18:23 Sep 18 2024,91,57,0,0,0
23:18:27 Sep 18 2024,92,58,0,0,0
23:18:31 Sep 18 2024,92,59,0,0,0
23:18:35 Sep 18 2024,92,61,0,0,0
23:18:39 Sep 18 2024,92,62,0,0,0
23:18:43 Sep 18 2024,92,58,0,0,0
23:18:47 Sep 18 2024,92,56,0,0,0
23:18:51 Sep 18 2024,92,56,0,0,0
23:18:55 Sep 18 2024,92,59,0,0,0
23:18:59 Sep 18 2024,91,59,0,0,0
23:19:03 Sep 18 2024,91,57,0,0,0
23:19:07 Sep 18 2024,92,57,0,0,0
23:19:11 Sep 18 2024,92,58,0,0,0
23:19:15 Sep 18 2024,92,57,0,0,0
23:19:19 Sep 18 2024,92,57,0,0,0
23:19:23 Sep 18 2024,92,59,0,0,0
23:19:27 Sep 18 2024,92,60,0,0,0
23:19:31 Sep 18 2024,92,59,0,0,0
23:19:35 Sep 18 2024,92,61,0,0,0
23:19:39 Sep 18 2024,92,61,0,0,0
23:19:43 Sep 18 2024,92,59,0,0,0
23:19:47 Sep 18 2024,92,59,0,0,0
23:19:51 Sep 18 2024,92,61,0,0,0
23:19:55 Sep 18 2024,92,61,0,0,0
23:19:59 Sep 18 2024,92,60,0,0,0
23:20:03 Sep 18 2024,92,59,0,0,0
23:20:07 Sep 18 2024,92,57,0,0,0
23:20:11 Sep 18 2024,91,59,0,0,0
23:20:15 Sep 18 2024,91,58,0,0,0
23:20:19 Sep 18 2024,92,57,0,0,0
23:20:23 Sep 18 2024,92,57,0,0,0
23:20:27 Sep 18 2024,91,58,0,0,0
23:20:31 Sep 18 2024,91,60,0,0,0
23:20:35 Sep 18 2024,91,55,0,0,0
23:20:39 Sep 18 2024,92,54,0,0,0
23:20:43 Sep 18 2024,92,55,0,0,0
23:20:47 Sep 18 2024,92,57,0,0,0
23:20:51 Sep 18 2024,91,59,0,0,0
23:20:55 Sep 18 2024,92,60,0,0,0
23:20:59 Sep 18 2024,92,58,0,0,0
23:21:03 Sep 18 2024,92,58,0,0,0
23:21:07 Sep 18 2024,92,62,0,0,0
23:21:11 Sep 18 2024,92,63,0,0,0
23:21:15 Sep 18 2024,91,58,0,0,0
23:21:19 Sep 18 2024,91,57,0,0,0
23:21:23 Sep 18 2024,92,57,0,0,0
23:21:27 Sep 18 2024,92,58,0,0,0
23:21:31 Sep 18 2024,92,57,0,0,0
23:21:35 Sep 18 2024,92,57,0,0,0
23:21:39 Sep 18 2024,92,58,0,0,0
23:21:43 Sep 18 2024,91,59,0,0,0
23:21:47 Sep 18 2024,91,59,0,0,0
23:21:51 Sep 18 2024,92,56,0,0,0
23:21:55 Sep 18 2024,93,55,0,0,0
23:21:59 Sep 18 2024,94,59,0,0,0
23:22:03 Sep 18 2024,93,58,0,0,0
23:22:07 Sep 18 2024,92,58,0,0,0
23:22:11 Sep 18 2024,92,60,0,0,0
23:22:15 Sep 18 2024,92,59,0,0,0
23:22:19 Sep 18 2024,92,59,0,0,0
23:22:23 Sep 18 2024,92,58,0,0,0
23:22:27 Sep 18 2024,92,57,0,0,0
23:22:31 Sep 18 2024,92,55,0,0,0
23:22:35 Sep 18 2024,92,56,0,0,0
23:22:39 Sep 18 2024,92,57,0,0,0
23:22:43 Sep 18 2024,92,59,0,0,0
23:22:47 Sep 18 2024,92,60,0,0,0
23:22:51 Sep 18 2024,92,59,0,0,0
23:22:55 Sep 18 2024,92,60,0,0,0
23:22:59 Sep 18 2024,92,59,0,0,0
23:23:03 Sep 18 2024,91,56,0,0,0
23:23:07 Sep 18 2024,92,55,0,0,0
23:23:11 Sep 18 2024,92,58,0,0,0
23:23:15 Sep 18 2024,93,59,0,0,0
23:23:19 Sep 18 2024,92,58,0,0,0
23:23:23 Sep 18 2024,92,57,0,0,0
23:23:27 Sep 18 2024,92,58,0,0,0
23:23:31 Sep 18 2024,92,59,0,0,0
23:23:35 Sep 18 2024,92,56,0,0,0
23:23:39 Sep 18 2024,92,55,0,0,0
23:23:43 Sep 18 2024,92,56,0,0,0
23:23:47 Sep 18 2024,92,59,0,0,0
23:23:51 Sep 18 2024,92,59,0,0,0
23:23:55 Sep 18 2024,92,60,0,0,0
23:23:59 Sep 18 2024,92,59,0,0,0
23:24:03 Sep 18 2024,92,58,0,0,0
23:24:07 Sep 18 2024,92,58,0,0,0
23:24:11 Sep 18 2024,92,58,0,0,0
23:24:15 Sep 18 2024,92,59,0,0,0
23:24:19 Sep 18 2024,92,59,0,0,0
23:24:23 Sep 18 2024,92,59,0,0,0
23:24:27 Sep 18 2024,92,60,0,0,0
23:24:31 Sep 18 2024,92,60,0,0,0
23:24:35 Sep 18 2024,92,58,0,0,0
23:24:39 Sep 18 2024,92,58,0,0,0
23:24:43 Sep 18 2024,92,60,0,0,0
23:24:47 Sep 18 2024,92,58,0,0,0
23:24:51 Sep 18 2024,92,55,0,0,0
23:24:55 Sep 18 2024,92,56,0,0,0
23:24:59 Sep 18 2024,92,58,0,0,0
23:25:03 Sep 18 2024,92,59,0,0,0
23:25:07 Sep 18 2024,92,60,0,0,0
23:25:11 Sep 18 2024,92,60,0,0,0
23:25:15 Sep 18 2024,92,58,0,0,0
23:25:19 Sep 18 2024,92,60,0,0,0
23:25:23 Sep 18 2024,92,61,0,0,0
23:25:27 Sep 18 2024,92,60,0,0,0
23:25:31 Sep 18 2024,92,60,0,0,0
23:25:35 Sep 18 2024,92,61,0,0,0
23:25:39 Sep 18 2024,92,59,0,0,0
23:25:43 Sep 18 2024,92,57,0,0,0
23:25:47 Sep 18 2024,92,61,0,0,0
23:25:51 Sep 18 2024,92,62,0,0,0
23:25:55 Sep 18 2024,92,58,0,0,0
23:25:59 Sep 18 2024,92,60,0,0,0
23:26:03 Sep 18 2024,92,64,0,0,0
23:26:07 Sep 18 2024,92,62,0,0,0
23:26:11 Sep 18 2024,92,60,0,0,0
23:26:15 Sep 18 2024,92,60,0,0,0
23:26:19 Sep 18 2024,92,59,0,0,0
23:26:23 Sep 18 2024,92,59,0,0,0
23:26:27 Sep 18 2024,92,60,0,0,0
23:26:31 Sep 18 2024,92,59,0,0,0
23:26:35 Sep 18 2024,92,60,0,0,0
23:26:39 Sep 18 2024,92,58,0,0,0
23:26:43 Sep 18 2024,91,58,0,0,0
23:26:47 Sep 18 2024,92,60,0,0,0
23:26:51 Sep 18 2024,92,59,0,0,0
23:26:55 Sep 18 2024,92,60,0,0,0
23:26:59 Sep 18 2024,92,62,0,0,0
23:27:03 Sep 18 2024,92,63,0,0,0
23:27:07 Sep 18 2024,92,61,0,0,0
23:27:11 Sep 18 2024,92,60,0,0,0
23:27:15 Sep 18 2024,92,61,0,0,0
23:27:19 Sep 18 2024,92,62,0,0,0
23:27:23 Sep 18 2024,92,61,0,0,0
23:27:27 Sep 18 2024,92,60,0,0,0
23:27:31 Sep 18 2024,92,61,0,0,0
23:27:35 Sep 18 2024,92,60,0,0,0
23:27:39 Sep 18 2024,91,60,0,0,0
23:27:43 Sep 18 2024,92,60,0,0,0
23:27:47 Sep 18 2024,92,59,0,0,0
23:27:51 Sep 18 2024,92,58,0,0,0
23:27:55 Sep 18 2024,92,57,0,0,0
23:27:59 Sep 18 2024,92,60,0,0,0
23:28:03 Sep 18 2024,92,60,0,0,0
23:28:07 Sep 18 2024,92,60,0,0,0
23:28:11 Sep 18 2024,92,63,0,0,0
23:28:15 Sep 18 2024,92,61,0,0,0
23:28:19 Sep 18 2024,92,58,0,0,0
23:28:23 Sep 18 2024,92,61,0,0,0
23:28:27 Sep 18 2024,92,62,0,0,0
23:28:31 Sep 18 2024,92,61,0,0,0
23:28:35 Sep 18 2024,92,60,0,0,0
23:28:39 Sep 18 2024,92,59,0,0,0
23:28:43 Sep 18 2024,92,60,0,0,0
23:28:47 Sep 18 2024,92,60,0,0,0
23:28:51 Sep 18 2024,92,61,0,0,0
23:28:55 Sep 18 2024,92,63,0,0,0
23:28:59 Sep 18 2024,92,62,0,0,0
23:29:03 Sep 18 2024,92,60,0,0,0
23:29:07 Sep 18 2024,92,59,0,0,0
23:29:11 Sep 18 2024,92,57,0,0,0
23:29:15 Sep 18 2024,92,58,0,0,0
23:29:19 Sep 18 2024,92,60,0,0,0
23:29:23 Sep 18 2024,92,60,0,0,0
23:29:27 Sep 18 2024,91,60,0,0,0
23:29:31 Sep 18 2024,92,61,0,0,0
23:29:35 Sep 18 2024,92,60,0,0,0
23:29:39 Sep 18 2024,92,61,0,0,0
23:29:43 Sep 18 2024,92,61,0,0,0
23:29:47 Sep 18 2024,92,62,0,0,0
23:29:51 Sep 18 2024,92,59,0,0,0
23:29:55 Sep 18 2024,92,58,0,0,0
23:29:59 Sep 18 2024,92,59,0,0,0
23:30:03 Sep 18 2024,92,60,0,0,0
23:30:07 Sep 18 2024,92,59,0,0,0
23:30:11 Sep 18 2024,92,59,0,0,0
23:30:15 Sep 18 2024,92,57,0,0,0
23:30:19 Sep 18 2024,92,56,0,0,0
23:30:23 Sep 18 2024,92,57,0,0,0
23:30:27 Sep 18 2024,92,60,0,0,0
23:30:31 Sep 18 2024,92,61,0,0,0
23:30:35 Sep 18 2024,91,63,0,0,0
23:30:39 Sep 18 2024,91,64,10,0,0
23:30:43 Sep 18 2024,91,64,8,0,0
23:30:47 Sep 18 2024,91,64,7,0,0
23:30:51 Sep 18 2024,91,64,7,0,0
23:30:55 Sep 18 2024,91,66,13,0,0
23:30:59 Sep 18 2024,91,66,6,0,0
23:31:03 Sep 18 2024,91,66,4,0,0
23:31:07 Sep 18 2024,91,66,23,0,0
23:31:11 Sep 18 2024,91,66,17,0,0
23:31:15 Sep 18 2024,91,66,10,0,0
23:31:19 Sep 18 2024,91,66,2,0,0
23:31:23 Sep 18 2024,90,65,0,0,0
23:31:27 Sep 18 2024,88,64,0,0,0
23:31:31 Sep 18 2024,87,59,0,0,0
23:31:35 Sep 18 2024,88,55,0,0,0
23:31:39 Sep 18 2024,90,55,0,0,0
23:31:43 Sep 18 2024,90,56,0,0,0
23:31:47 Sep 18 2024,90,56,0,0,0
23:31:51 Sep 18 2024,90,55,0,0,0
23:31:55 Sep 18 2024,90,54,0,0,0
23:31:59 Sep 18 2024,89,54,0,0,0
23:32:03 Sep 18 2024,89,52,0,0,0
23:32:07 Sep 18 2024,89,49,0,0,0
23:32:11 Sep 18 2024,89,56,0,0,0
23:32:15 Sep 18 2024,88,61,0,0,0
23:32:19 Sep 18 2024,88,56,0,0,0
23:32:23 Sep 18 2024,89,52,0,0,0
23:32:27 Sep 18 2024,90,57,0,0,0
23:32:31 Sep 18 2024,90,63,0,0,0
23:32:35 Sep 18 2024,89,59,0,0,0
23:32:39 Sep 18 2024,89,52,0,0,0
23:32:43 Sep 18 2024,90,53,0,0,0
23:32:47 Sep 18 2024,90,56,0,0,0
23:32:51 Sep 18 2024,89,56,0,0,0
