Temps,Niveau d'oxygène,Fréquence du pouls,Mouvement,Rappel O2,Rappel PR
22:37:27 Oct 01 2024,91,57,0,0,0
22:37:31 Oct 01 2024,90,56,0,0,0
22:37:35 Oct 01 2024,91,57,0,0,0
22:37:39 Oct 01 2024,91,57,0,0,0
22:37:43 Oct 01 2024,91,59,0,0,0
22:37:47 Oct 01 2024,91,60,0,0,0
22:37:51 Oct 01 2024,91,61,0,0,0
22:37:55 Oct 01 2024,91,57,0,0,0
22:37:59 Oct 01 2024,91,52,0,0,0
22:38:03 Oct 01 2024,91,56,0,0,0
22:38:07 Oct 01 2024,90,65,0,0,0
22:38:11 Oct 01 2024,89,67,0,0,0
22:38:15 Oct 01 2024,89,59,0,0,0
22:38:19 Oct 01 2024,89,55,0,0,0
22:38:23 Oct 01 2024,89,55,0,0,0
22:38:27 Oct 01 2024,89,54,0,0,0
22:38:31 Oct 01 2024,89,54,0,0,0
22:38:35 Oct 01 2024,90,55,0,0,0
22:38:39 Oct 01 2024,90,58,0,0,0
22:38:43 Oct 01 2024,89,59,0,0,0
22:38:47 Oct 01 2024,89,56,0,0,0
22:38:51 Oct 01 2024,90,54,0,0,0
22:38:55 Oct 01 2024,91,54,0,0,0
22:38:59 Oct 01 2024,91,58,0,0,0
22:39:03 Oct 01 2024,91,57,0,0,0
22:39:07 Oct 01 2024,90,56,0,0,0
22:39:11 Oct 01 2024,90,54,0,0,0
22:39:15 Oct 01 2024,91,51,0,0,0
22:39:19 Oct 01 2024,91,55,0,0,0
22:39:23 Oct 01 2024,90,56,0,0,0
22:39:27 Oct 01 2024,90,56,0,0,0
22:39:31 Oct 01 2024,91,59,0,0,0
22:39:35 Oct 01 2024,91,60,0,0,0
22:39:39 Oct 01 2024,91,59,0,0,0
22:39:43 Oct 01 2024,91,59,0,0,0
22:39:47 Oct 01 2024,91,60,0,0,0
22:39:51 Oct 01 2024,90,59,0,0,0
22:39:55 Oct 01 2024,90,59,0,0,0
22:39:59 Oct 01 2024,90,60,0,0,0
22:40:03 Oct 01 2024,90,60,0,0,0
22:40:07 Oct 01 2024,91,57,0,0,0
22:40:11 Oct 01 2024,91,57,0,0,0
22:40:15 Oct 01 2024,91,61,0,0,0
22:40:19 Oct 01 2024,90,58,0,0,0
22:40:23 Oct 01 2024,90,60,0,0,0
22:40:27 Oct 01 2024,90,64,0,0,0
22:40:31 Oct 01 2024,90,58,0,0,0
22:40:35 Oct 01 2024,91,55,0,0,0
22:40:39 Oct 01 2024,91,60,0,0,0
22:40:43 Oct 01 2024,91,61,0,0,0
22:40:47 Oct 01 2024,90,60,0,0,0
22:40:51 Oct 01 2024,90,58,0,0,0
22:40:55 Oct 01 2024,90,56,0,0,0
22:40:59 Oct 01 2024,90,59,0,0,0
22:41:03 Oct 01 2024,90,58,0,0,0
22:41:07 Oct 01 2024,90,56,0,0,0
22:41:11 Oct 01 2024,90,57,0,0,0
22:41:15 Oct 01 2024,90,61,0,0,0
22:41:19 Oct 01 2024,90,62,0,0,0
22:41:23 Oct 01 2024,91,58,0,0,0
22:41:27 Oct 01 2024,91,56,0,0,0
22:41:31 Oct 01 2024,91,58,0,0,0
22:41:35 Oct 01 2024,90,59,0,0,0
22:41:39 Oct 01 2024,90,60,0,0,0
22:41:43 Oct 01 2024,91,59,0,0,0
22:41:47 Oct 01 2024,91,61,0,0,0
22:41:51 Oct 01 2024,91,62,0,0,0
22:41:55 Oct 01 2024,91,59,0,0,0
22:41:59 Oct 01 2024,91,58,0,0,0
22:42:03 Oct 01 2024,91,59,0,0,0
22:42:07 Oct 01 2024,91,59,4,0,0
22:42:11 Oct 01 2024,91,59,0,0,0
22:42:15 Oct 01 2024,91,59,0,0,0
22:42:19 Oct 01 2024,91,56,0,0,0
22:42:23 Oct 01 2024,91,55,0,0,0
22:42:27 Oct 01 2024,91,55,0,0,0
22:42:31 Oct 01 2024,90,56,0,0,0
22:42:35 Oct 01 2024,90,60,0,0,0
22:42:39 Oct 01 2024,90,56,0,0,0
22:42:43 Oct 01 2024,91,51,0,0,0
22:42:47 Oct 01 2024,91,56,0,0,0
22:42:51 Oct 01 2024,91,56,0,0,0
22:42:55 Oct 01 2024,91,55,0,0,0
22:42:59 Oct 01 2024,91,57,0,0,0
22:43:03 Oct 01 2024,91,56,0,0,0
22:43:07 Oct 01 2024,91,57,0,0,0
22:43:11 Oct 01 2024,91,62,0,0,0
22:43:15 Oct 01 2024,91,62,0,0,0
22:43:19 Oct 01 2024,91,62,7,0,0
22:43:23 Oct 01 2024,91,62,0,0,0
22:43:27 Oct 01 2024,90,62,1,0,0
22:43:31 Oct 01 2024,90,62,0,0,0
22:43:35 Oct 01 2024,91,63,0,0,0
22:43:39 Oct 01 2024,92,61,0,0,0
22:43:43 Oct 01 2024,92,57,0,0,0
22:43:47 Oct 01 2024,90,62,0,0,0
22:43:51 Oct 01 2024,89,62,0,0,0
22:43:55 Oct 01 2024,90,51,0,0,0
22:43:59 Oct 01 2024,91,48,0,0,0
22:44:03 Oct 01 2024,92,48,0,0,0
22:44:07 Oct 01 2024,92,48,37,0,0
22:44:11 Oct 01 2024,92,48,11,0,0
22:44:15 Oct 01 2024,92,48,0,0,0
22:44:19 Oct 01 2024,93,49,0,0,0
22:44:23 Oct 01 2024,93,53,0,0,0
22:44:27 Oct 01 2024,93,56,0,0,0
22:44:31 Oct 01 2024,93,57,0,0,0
22:44:35 Oct 01 2024,92,55,0,0,0
22:44:39 Oct 01 2024,92,57,0,0,0
22:44:43 Oct 01 2024,92,55,0,0,0
22:44:47 Oct 01 2024,91,51,0,0,0
22:44:51 Oct 01 2024,91,54,0,0,0
22:44:55 Oct 01 2024,91,56,0,0,0
22:44:59 Oct 01 2024,92,56,0,0,0
22:45:03 Oct 01 2024,92,54,0,0,0
22:45:07 Oct 01 2024,92,54,0,0,0
22:45:11 Oct 01 2024,92,54,0,0,0
22:45:15 Oct 01 2024,92,55,0,0,0
22:45:19 Oct 01 2024,92,54,0,0,0
22:45:23 Oct 01 2024,91,54,0,0,0
22:45:27 Oct 01 2024,91,57,0,0,0
22:45:31 Oct 01 2024,91,58,0,0,0
22:45:35 Oct 01 2024,91,59,0,0,0
22:45:39 Oct 01 2024,92,57,0,0,0
22:45:43 Oct 01 2024,92,59,0,0,0
22:45:47 Oct 01 2024,92,64,0,0,0
22:45:51 Oct 01 2024,92,68,0,0,0
22:45:55 Oct 01 2024,91,64,0,0,0
22:45:59 Oct 01 2024,90,56,0,0,0
22:46:03 Oct 01 2024,90,53,0,0,0
22:46:07 Oct 01 2024,91,54,0,0,0
22:46:11 Oct 01 2024,91,54,0,0,0
22:46:15 Oct 01 2024,91,57,0,0,0
22:46:19 Oct 01 2024,90,56,0,0,0
22:46:23 Oct 01 2024,90,53,0,0,0
22:46:27 Oct 01 2024,91,55,0,0,0
22:46:31 Oct 01 2024,91,56,0,0,0
22:46:35 Oct 01 2024,90,58,0,0,0
22:46:39 Oct 01 2024,91,62,0,0,0
22:46:43 Oct 01 2024,91,60,0,0,0
22:46:47 Oct 01 2024,90,52,0,0,0
22:46:51 Oct 01 2024,91,51,0,0,0
22:46:55 Oct 01 2024,92,56,0,0,0
22:46:59 Oct 01 2024,92,58,1,0,0
22:47:03 Oct 01 2024,92,54,0,0,0
22:47:07 Oct 01 2024,91,56,0,0,0
22:47:11 Oct 01 2024,90,56,0,0,0
22:47:15 Oct 01 2024,90,54,0,0,0
22:47:19 Oct 01 2024,90,55,0,0,0
22:47:23 Oct 01 2024,91,55,0,0,0
22:47:27 Oct 01 2024,91,57,0,0,0
22:47:31 Oct 01 2024,91,56,0,0,0
22:47:35 Oct 01 2024,91,60,0,0,0
22:47:39 Oct 01 2024,91,68,0,0,0
22:47:43 Oct 01 2024,90,74,0,0,0
22:47:47 Oct 01 2024,90,63,0,0,0
22:47:51 Oct 01 2024,91,52,0,0,0
22:47:55 Oct 01 2024,91,54,0,0,0
22:47:59 Oct 01 2024,90,56,0,0,0
22:48:03 Oct 01 2024,90,55,12,0,0
22:48:07 Oct 01 2024,90,55,4,0,0
22:48:11 Oct 01 2024,90,55,0,0,0
22:48:15 Oct 01 2024,90,55,0,0,0
22:48:19 Oct 01 2024,90,55,0,0,0
22:48:23 Oct 01 2024,90,56,0,0,0
22:48:27 Oct 01 2024,90,56,0,0,0
22:48:31 Oct 01 2024,90,58,0,0,0
22:48:35 Oct 01 2024,90,58,0,0,0
22:48:39 Oct 01 2024,91,59,0,0,0
22:48:43 Oct 01 2024,91,59,0,0,0
22:48:47 Oct 01 2024,91,59,0,0,0
22:48:51 Oct 01 2024,91,59,0,0,0
22:48:55 Oct 01 2024,92,61,0,0,0
22:48:59 Oct 01 2024,92,62,0,0,0
22:49:03 Oct 01 2024,92,62,0,0,0
22:49:07 Oct 01 2024,92,62,0,0,0
22:49:11 Oct 01 2024,92,60,0,0,0
22:49:15 Oct 01 2024,92,62,0,0,0
22:49:19 Oct 01 2024,92,62,0,0,0
22:49:23 Oct 01 2024,92,62,0,0,0
22:49:27 Oct 01 2024,92,62,0,0,0
22:49:31 Oct 01 2024,92,62,0,0,0
22:49:35 Oct 01 2024,93,59,0,0,0
22:49:39 Oct 01 2024,92,58,0,0,0
22:49:43 Oct 01 2024,92,55,0,0,0
22:49:47 Oct 01 2024,92,55,0,0,0
22:49:51 Oct 01 2024,91,54,0,0,0
22:49:55 Oct 01 2024,91,54,0,0,0
22:49:59 Oct 01 2024,91,55,0,0,0
22:50:03 Oct 01 2024,91,55,0,0,0
22:50:07 Oct 01 2024,91,55,0,0,0
22:50:11 Oct 01 2024,91,54,0,0,0
22:50:15 Oct 01 2024,91,54,0,0,0
22:50:19 Oct 01 2024,91,54,0,0,0
22:50:23 Oct 01 2024,91,54,0,0,0
22:50:27 Oct 01 2024,91,54,0,0,0
22:50:31 Oct 01 2024,91,54,0,0,0
22:50:35 Oct 01 2024,91,57,0,0,0
22:50:39 Oct 01 2024,91,59,0,0,0
22:50:43 Oct 01 2024,91,59,0,0,0
22:50:47 Oct 01 2024,91,62,0,0,0
22:50:51 Oct 01 2024,91,62,0,0,0
22:50:55 Oct 01 2024,91,64,0,0,0
22:50:59 Oct 01 2024,91,66,0,0,0
22:51:03 Oct 01 2024,92,67,0,0,0
22:51:07 Oct 01 2024,92,67,0,0,0
22:51:11 Oct 01 2024,92,67,0,0,0
22:51:15 Oct 01 2024,92,69,0,0,0
22:51:19 Oct 01 2024,92,69,0,0,0
22:51:23 Oct 01 2024,92,68,0,0,0
22:51:27 Oct 01 2024,92,69,0,0,0
22:51:31 Oct 01 2024,92,69,0,0,0
22:51:35 Oct 01 2024,92,69,0,0,0
22:51:39 Oct 01 2024,92,69,0,0,0
22:51:43 Oct 01 2024,92,69,0,0,0
22:51:47 Oct 01 2024,93,63,0,0,0
22:51:51 Oct 01 2024,92,60,0,0,0
22:51:55 Oct 01 2024,92,60,0,0,0
22:51:59 Oct 01 2024,92,60,3,0,0
22:52:03 Oct 01 2024,92,60,9,0,0
22:52:07 Oct 01 2024,91,61,0,0,0
22:52:11 Oct 01 2024,91,63,0,0,0
22:52:15 Oct 01 2024,92,60,0,0,0
22:52:19 Oct 01 2024,92,58,0,0,0
22:52:23 Oct 01 2024,91,57,0,0,0
22:52:27 Oct 01 2024,91,56,0,0,0
22:52:31 Oct 01 2024,91,56,0,0,0
22:52:35 Oct 01 2024,92,59,0,0,0
22:52:39 Oct 01 2024,93,63,0,0,0
22:52:43 Oct 01 2024,92,56,0,0,0
22:52:47 Oct 01 2024,91,49,0,0,0
22:52:51 Oct 01 2024,91,55,4,0,0
22:52:55 Oct 01 2024,91,55,13,0,0
22:52:59 Oct 01 2024,91,60,0,0,0
22:53:03 Oct 01 2024,92,67,0,0,0
22:53:07 Oct 01 2024,91,71,2,0,0
22:53:11 Oct 01 2024,92,65,0,0,0
22:53:15 Oct 01 2024,91,60,0,0,0
22:53:19 Oct 01 2024,90,58,0,0,0
22:53:23 Oct 01 2024,91,64,0,0,0
22:53:27 Oct 01 2024,91,63,0,0,0
22:53:31 Oct 01 2024,91,55,0,0,0
22:53:35 Oct 01 2024,92,50,0,0,0
22:53:39 Oct 01 2024,93,53,0,0,0
22:53:43 Oct 01 2024,92,58,0,0,0
22:53:47 Oct 01 2024,91,59,0,0,0
22:53:51 Oct 01 2024,91,57,0,0,0
22:53:55 Oct 01 2024,92,50,0,0,0
22:53:59 Oct 01 2024,92,52,0,0,0
22:54:03 Oct 01 2024,92,55,0,0,0
22:54:07 Oct 01 2024,92,58,0,0,0
22:54:11 Oct 01 2024,91,58,0,0,0
22:54:15 Oct 01 2024,91,56,0,0,0
22:54:19 Oct 01 2024,91,56,10,0,0
22:54:23 Oct 01 2024,91,56,28,0,0
22:54:27 Oct 01 2024,91,56,0,0,0
22:54:31 Oct 01 2024,92,54,0,0,0
22:54:35 Oct 01 2024,92,53,0,0,0
22:54:39 Oct 01 2024,92,55,0,0,0
22:54:43 Oct 01 2024,92,60,0,0,0
22:54:47 Oct 01 2024,91,64,0,0,0
22:54:51 Oct 01 2024,91,62,0,0,0
22:54:55 Oct 01 2024,92,55,0,0,0
22:54:59 Oct 01 2024,92,52,0,0,0
22:55:03 Oct 01 2024,92,55,0,0,0
22:55:07 Oct 01 2024,91,59,0,0,0
22:55:11 Oct 01 2024,91,55,0,0,0
22:55:15 Oct 01 2024,91,46,0,0,0
22:55:19 Oct 01 2024,92,51,0,0,0
22:55:23 Oct 01 2024,93,53,0,0,0
22:55:27 Oct 01 2024,92,58,1,0,0
22:55:31 Oct 01 2024,92,60,1,0,0
22:55:35 Oct 01 2024,91,62,1,0,0
22:55:39 Oct 01 2024,90,66,0,0,0
22:55:43 Oct 01 2024,91,60,0,0,0
22:55:47 Oct 01 2024,93,56,0,0,0
22:55:51 Oct 01 2024,92,57,0,0,0
22:55:55 Oct 01 2024,90,57,0,0,0
22:55:59 Oct 01 2024,90,58,0,0,0
22:56:03 Oct 01 2024,91,58,0,0,0
22:56:07 Oct 01 2024,92,56,0,0,0
22:56:11 Oct 01 2024,92,55,0,0,0
22:56:15 Oct 01 2024,92,56,0,0,0
22:56:19 Oct 01 2024,92,56,0,0,0
22:56:23 Oct 01 2024,91,56,0,0,0
22:56:27 Oct 01 2024,92,56,0,0,0
22:56:31 Oct 01 2024,92,61,3,0,0
22:56:35 Oct 01 2024,92,61,8,0,0
22:56:39 Oct 01 2024,92,61,0,0,0
22:56:43 Oct 01 2024,92,63,0,0,0
22:56:47 Oct 01 2024,92,65,0,0,0
22:56:51 Oct 01 2024,92,61,0,0,0
22:56:55 Oct 01 2024,91,59,0,0,0
22:56:59 Oct 01 2024,90,60,0,0,0
22:57:03 Oct 01 2024,90,61,0,0,0
22:57:07 Oct 01 2024,90,63,0,0,0
22:57:11 Oct 01 2024,91,60,0,0,0
22:57:15 Oct 01 2024,91,54,0,0,0
22:57:19 Oct 01 2024,92,52,0,0,0
22:57:23 Oct 01 2024,91,52,0,0,0
22:57:27 Oct 01 2024,91,54,0,0,0
22:57:31 Oct 01 2024,91,55,0,0,0
22:57:35 Oct 01 2024,91,57,0,0,0
22:57:39 Oct 01 2024,91,58,0,0,0
22:57:43 Oct 01 2024,90,62,0,0,0
22:57:47 Oct 01 2024,91,60,0,0,0
22:57:51 Oct 01 2024,91,58,0,0,0
22:57:55 Oct 01 2024,92,56,0,0,0
22:57:59 Oct 01 2024,92,58,0,0,0
22:58:03 Oct 01 2024,92,60,0,0,0
22:58:07 Oct 01 2024,92,59,0,0,0
22:58:11 Oct 01 2024,91,55,0,0,0
22:58:15 Oct 01 2024,91,51,0,0,0
22:58:19 Oct 01 2024,91,55,0,0,0
22:58:23 Oct 01 2024,91,56,0,0,0
22:58:27 Oct 01 2024,91,54,0,0,0
22:58:31 Oct 01 2024,91,56,0,0,0
22:58:35 Oct 01 2024,91,57,0,0,0
22:58:39 Oct 01 2024,91,56,0,0,0
22:58:43 Oct 01 2024,91,55,0,0,0
22:58:47 Oct 01 2024,91,54,0,0,0
22:58:51 Oct 01 2024,91,55,0,0,0
22:58:55 Oct 01 2024,91,56,0,0,0
22:58:59 Oct 01 2024,91,54,0,0,0
22:59:03 Oct 01 2024,91,51,0,0,0
22:59:07 Oct 01 2024,91,56,0,0,0
22:59:11 Oct 01 2024,91,57,0,0,0
22:59:15 Oct 01 2024,91,55,0,0,0
22:59:19 Oct 01 2024,91,54,0,0,0
22:59:23 Oct 01 2024,91,56,0,0,0
22:59:27 Oct 01 2024,91,56,0,0,0
22:59:31 Oct 01 2024,90,55,0,0,0
22:59:35 Oct 01 2024,90,57,0,0,0
22:59:39 Oct 01 2024,91,58,0,0,0
22:59:43 Oct 01 2024,91,57,0,0,0
22:59:47 Oct 01 2024,92,54,0,0,0
22:59:51 Oct 01 2024,92,53,0,0,0
22:59:55 Oct 01 2024,91,55,0,0,0
22:59:59 Oct 01 2024,91,53,0,0,0
23:00:03 Oct 01 2024,91,55,0,0,0
23:00:07 Oct 01 2024,90,56,0,0,0
23:00:11 Oct 01 2024,90,57,0,0,0
23:00:15 Oct 01 2024,91,58,0,0,0
23:00:19 Oct 01 2024,91,60,0,0,0
23:00:23 Oct 01 2024,91,65,0,0,0
23:00:27 Oct 01 2024,91,63,0,0,0
23:00:31 Oct 01 2024,91,58,0,0,0
23:00:35 Oct 01 2024,91,56,0,0,0
23:00:39 Oct 01 2024,91,54,0,0,0
23:00:43 Oct 01 2024,91,51,0,0,0
23:00:47 Oct 01 2024,91,52,0,0,0
23:00:51 Oct 01 2024,91,55,0,0,0
23:00:55 Oct 01 2024,91,54,0,0,0
23:00:59 Oct 01 2024,91,55,0,0,0
23:01:03 Oct 01 2024,91,54,0,0,0
23:01:07 Oct 01 2024,91,51,0,0,0
23:01:11 Oct 01 2024,91,51,0,0,0
23:01:15 Oct 01 2024,91,53,0,0,0
23:01:19 Oct 01 2024,91,55,0,0,0
23:01:23 Oct 01 2024,91,54,0,0,0
23:01:27 Oct 01 2024,90,54,0,0,0
23:01:31 Oct 01 2024,91,55,0,0,0
23:01:35 Oct 01 2024,91,57,0,0,0
23:01:39 Oct 01 2024,91,58,0,0,0
23:01:43 Oct 01 2024,91,54,0,0,0
23:01:47 Oct 01 2024,90,52,0,0,0
23:01:51 Oct 01 2024,91,53,0,0,0
23:01:55 Oct 01 2024,91,57,0,0,0
23:01:59 Oct 01 2024,91,58,0,0,0
23:02:03 Oct 01 2024,91,56,0,0,0
23:02:07 Oct 01 2024,91,53,0,0,0
23:02:11 Oct 01 2024,91,58,0,0,0
23:02:15 Oct 01 2024,90,58,0,0,0
23:02:19 Oct 01 2024,90,58,0,0,0
23:02:23 Oct 01 2024,90,55,0,0,0
23:02:27 Oct 01 2024,90,57,0,0,0
23:02:31 Oct 01 2024,91,56,0,0,0
23:02:35 Oct 01 2024,91,58,0,0,0
23:02:39 Oct 01 2024,90,56,0,0,0
23:02:43 Oct 01 2024,90,56,0,0,0
23:02:47 Oct 01 2024,90,56,0,0,0
23:02:51 Oct 01 2024,90,56,0,0,0
23:02:55 Oct 01 2024,90,54,0,0,0
23:02:59 Oct 01 2024,91,53,0,0,0
23:03:03 Oct 01 2024,90,55,0,0,0
23:03:07 Oct 01 2024,89,55,0,0,0
23:03:11 Oct 01 2024,89,54,0,0,0
23:03:15 Oct 01 2024,90,52,0,0,0
23:03:19 Oct 01 2024,91,55,0,0,0
23:03:23 Oct 01 2024,91,55,0,0,0
23:03:27 Oct 01 2024,91,55,0,0,0
23:03:31 Oct 01 2024,91,57,0,0,0
23:03:35 Oct 01 2024,91,60,0,0,0
23:03:39 Oct 01 2024,91,56,0,0,0
23:03:43 Oct 01 2024,90,54,0,0,0
23:03:47 Oct 01 2024,91,54,0,0,0
23:03:51 Oct 01 2024,91,53,0,0,0
23:03:55 Oct 01 2024,91,53,0,0,0
23:03:59 Oct 01 2024,91,54,0,0,0
23:04:03 Oct 01 2024,90,54,0,0,0
23:04:07 Oct 01 2024,90,55,0,0,0
23:04:11 Oct 01 2024,90,55,0,0,0
23:04:15 Oct 01 2024,90,58,0,0,0
23:04:19 Oct 01 2024,91,59,0,0,0
23:04:23 Oct 01 2024,91,59,0,0,0
23:04:27 Oct 01 2024,91,57,0,0,0
23:04:31 Oct 01 2024,91,56,0,0,0
23:04:35 Oct 01 2024,91,57,0,0,0
23:04:39 Oct 01 2024,91,58,0,0,0
23:04:43 Oct 01 2024,91,57,0,0,0
23:04:47 Oct 01 2024,91,54,0,0,0
23:04:51 Oct 01 2024,91,52,0,0,0
23:04:55 Oct 01 2024,91,57,0,0,0
23:04:59 Oct 01 2024,91,61,0,0,0
23:05:03 Oct 01 2024,90,59,0,0,0
23:05:07 Oct 01 2024,91,58,0,0,0
23:05:11 Oct 01 2024,91,59,0,0,0
23:05:15 Oct 01 2024,91,55,0,0,0
23:05:19 Oct 01 2024,90,54,0,0,0
23:05:23 Oct 01 2024,90,54,0,0,0
23:05:27 Oct 01 2024,90,55,0,0,0
23:05:31 Oct 01 2024,90,56,0,0,0
23:05:35 Oct 01 2024,90,57,0,0,0
23:05:39 Oct 01 2024,91,57,0,0,0
23:05:43 Oct 01 2024,91,56,0,0,0
23:05:47 Oct 01 2024,91,55,0,0,0
23:05:51 Oct 01 2024,91,55,0,0,0
23:05:55 Oct 01 2024,91,57,0,0,0
23:05:59 Oct 01 2024,91,57,0,0,0
23:06:03 Oct 01 2024,91,56,0,0,0
23:06:07 Oct 01 2024,91,56,0,0,0
23:06:11 Oct 01 2024,91,57,0,0,0
23:06:15 Oct 01 2024,91,58,0,0,0
23:06:19 Oct 01 2024,90,56,0,0,0
23:06:23 Oct 01 2024,91,60,0,0,0
23:06:27 Oct 01 2024,91,59,0,0,0
23:06:31 Oct 01 2024,91,56,0,0,0
23:06:35 Oct 01 2024,91,57,0,0,0
23:06:39 Oct 01 2024,91,55,0,0,0
23:06:43 Oct 01 2024,91,54,0,0,0
23:06:47 Oct 01 2024,91,57,0,0,0
23:06:51 Oct 01 2024,91,57,0,0,0
23:06:55 Oct 01 2024,91,56,0,0,0
23:06:59 Oct 01 2024,91,59,0,0,0
23:07:03 Oct 01 2024,91,61,0,0,0
23:07:07 Oct 01 2024,91,59,0,0,0
23:07:11 Oct 01 2024,90,57,0,0,0
23:07:15 Oct 01 2024,90,56,0,0,0
23:07:19 Oct 01 2024,91,56,0,0,0
23:07:23 Oct 01 2024,91,57,0,0,0
23:07:27 Oct 01 2024,91,56,0,0,0
23:07:31 Oct 01 2024,90,57,0,0,0
23:07:35 Oct 01 2024,91,62,0,0,0
23:07:39 Oct 01 2024,91,60,0,0,0
23:07:43 Oct 01 2024,91,56,0,0,0
23:07:47 Oct 01 2024,91,55,0,0,0
23:07:51 Oct 01 2024,91,57,0,0,0
23:07:55 Oct 01 2024,91,57,0,0,0
23:07:59 Oct 01 2024,90,57,0,0,0
23:08:03 Oct 01 2024,90,57,0,0,0
23:08:07 Oct 01 2024,90,57,0,0,0
23:08:11 Oct 01 2024,90,59,0,0,0
23:08:15 Oct 01 2024,90,59,0,0,0
23:08:19 Oct 01 2024,90,59,0,0,0
23:08:23 Oct 01 2024,90,63,0,0,0
23:08:27 Oct 01 2024,90,58,0,0,0
23:08:31 Oct 01 2024,91,55,0,0,0
23:08:35 Oct 01 2024,91,55,0,0,0
23:08:39 Oct 01 2024,91,56,0,0,0
23:08:43 Oct 01 2024,91,57,0,0,0
23:08:47 Oct 01 2024,90,56,0,0,0
23:08:51 Oct 01 2024,90,56,0,0,0
23:08:55 Oct 01 2024,90,58,0,0,0
23:08:59 Oct 01 2024,91,58,0,0,0
23:09:03 Oct 01 2024,91,58,0,0,0
23:09:07 Oct 01 2024,91,57,0,0,0
23:09:11 Oct 01 2024,91,59,0,0,0
23:09:15 Oct 01 2024,90,56,0,0,0
23:09:19 Oct 01 2024,90,52,0,0,0
23:09:23 Oct 01 2024,90,52,0,0,0
23:09:27 Oct 01 2024,90,55,0,0,0
23:09:31 Oct 01 2024,90,56,0,0,0
23:09:35 Oct 01 2024,90,56,0,0,0
23:09:39 Oct 01 2024,90,58,0,0,0
23:09:43 Oct 01 2024,90,60,0,0,0
